#,Name,Team,POS,R/L,G,GS,QS,TBF,IP,W,L,SV,HLD,ERA,SIERA,WHIP,K,BB,H,HBP,ER,R,HR,GB%,FB%,LD%,BABIP,RazzID
257,Craig Kimbrel,BAL,RP,R,64.8,0.0,0.0,272.9,64.8,3.4,2.9,20,10,3.68,3.60,1.19,78.7,27.1,50.2,3.2,26.6,28.5,8,35.5,44.8,19.7,0.272,6655
258,Camilo Doval,SF,RP,R,64.8,0.0,0.0,272.9,64.8,3.4,2.9,35,0,3.28,3.26,1.22,77.6,27.1,51.8,3.5,24.3,26.6,6,47.1,33.5,19.4,0.290,666808
259,Yennier Cano,BAL,RP,R,64.8,0.0,0.0,274.4,64.8,3.4,3.0,5,19,3.62,3.77,1.30,60.7,23.3,61.2,2.7,26.2,28.7,6,52.2,28.2,19.6,0.304,666974
260,Lucas Erceg,OAK,RP,R,64.8,0.0,0.0,278.8,64.8,3.1,3.2,3,16,3.64,3.90,1.35,75.8,32.6,54.6,3.3,27.2,29.4,7,42.2,38.2,19.6,0.298,668674
261,John Schreiber,KC,RP,R,64.8,0.0,0.0,276.7,64.8,3.3,3.1,0,16,3.95,4.20,1.33,61.5,25.5,60.4,3.1,27.8,30.2,7,45.0,35.0,20.1,0.304,670167
262,Jason Foley,DET,RP,R,64.8,0.0,0.0,274.6,64.8,3.2,3.1,7,16,3.75,3.78,1.30,56.6,20.3,64.0,2.9,27.3,29.9,6,51.1,29.5,19.4,0.309,671345
263,Tom Cosgrove,SD,RP,L,64.8,0.0,0.0,282.3,64.8,3.2,3.2,0,10,4.10,4.38,1.36,62.1,28.2,59.9,3.7,30.4,32.7,9,40.6,39.0,20.4,0.283,676680
264,Will Vest,DET,RP,R,64.8,0.0,0.0,274.3,64.8,3.3,3.1,0,16,3.63,3.69,1.26,67.3,23.5,58.1,2.6,26.4,28.8,7,45.4,35.0,19.6,0.298,676684
265,Andrew Nardi,MIA,RP,L,64.8,0.0,0.0,275.4,64.8,3.3,3.1,5,16,3.78,4.05,1.29,74.5,28.3,55.5,3.1,27.0,29.1,8,39.5,40.6,19.9,0.298,677053
266,Luis Garcia,LAA,RP,R,64.8,0.0,0.0,274.9,64.8,3.3,3.1,0,13,3.99,4.00,1.32,61.9,23.7,62.0,3.3,28.2,30.7,7,49.2,31.3,19.5,0.304,6984
267,Ryan Pressly,HOU,RP,R,64.8,0.0,0.0,270.0,64.8,3.6,2.7,5,19,3.40,3.27,1.17,74.1,19.7,56.4,2.3,24.6,26.9,7,46.9,33.4,19.7,0.292,7005
268,Kirby Yates,TEX,RP,R,64.8,0.0,0.0,279.4,64.8,3.3,3.0,0,16,4.24,4.15,1.32,73.5,32.0,53.4,3.2,29.3,31.5,9,38.4,41.4,20.1,0.271,9073
269,Joe Kelly,LAD,RP,R,64.8,0.0,0.0,271.7,64.8,3.8,2.6,0,19,3.09,3.21,1.23,81.6,27.4,52.3,3.1,22.7,25.1,6,50.8,29.9,19.3,0.301,9761
270,Jacob Waguespack,TB,RP,R,51.8,3.2,1.3,279.9,64.6,3.2,3.4,0,5,4.50,4.64,1.40,54.0,23.6,66.6,3.1,32.7,35.2,9,43.3,36.2,20.4,0.297,621097
271,Angel Zerpa,KC,SP,L,25.9,9.7,4.0,276.6,64.4,3.3,3.7,0,4,4.32,4.66,1.37,50.9,22.4,65.9,3.0,30.2,32.7,8,45.4,34.5,20.1,0.306,672582
272,Buck Farmer,CIN,RP,R,58.3,0.0,0.0,279.5,64.1,3.1,3.2,0,13,4.82,4.84,1.39,62.5,28.4,60.9,3.0,32.2,34.4,11,37.9,41.9,20.1,0.280,14814
273,Trent Thornton,SEA,RP,R,58.3,0.0,0.0,278.8,64.1,3.0,3.3,0,15,4.52,4.57,1.36,57.2,23.5,63.3,2.5,32.8,35.1,10,38.9,41.1,19.9,0.283,663423
274,Jared Shuster,CHW,SP,L,23.8,10.6,3.9,277.9,64.1,4.5,6.8,0,0,4.93,5.36,1.51,45.6,25.8,70.9,1.9,34.9,37.4,11,41.0,38.4,20.6,0.291,694363
275,Josh Fleming,PIT,RP,L,35.6,3.2,1.2,270.6,63.6,3.1,3.4,0,6,4.20,4.67,1.50,36.4,19.2,75.9,2.2,29.6,32.6,6,55.8,23.7,20.5,0.320,676596
276,Nick Sandlin,CLE,RP,R,63.2,0.0,0.0,272.9,63.2,3.1,3.1,0,17,4.15,4.15,1.32,65.8,28.8,54.9,3.0,29.4,31.7,8,41.2,38.5,20.3,0.276,680704
277,Chris Devenski,TB,RP,R,56.7,0.0,0.0,267.9,62.4,3.0,3.1,0,17,4.39,4.33,1.29,58.5,20.2,60.1,2.7,30.9,33.0,9,37.7,42.3,20.0,0.283,12763
278,Shawn Armstrong,TB,RP,R,56.7,0.0,0.0,261.7,62.4,3.2,2.9,0,14,3.85,3.88,1.22,64.3,19.3,56.6,3.0,27.0,29.1,8,39.7,40.6,19.8,0.287,12857
279,Trevor Megill,MIL,RP,R,56.7,0.0,0.0,260.3,62.4,3.3,2.8,3,14,3.52,3.64,1.22,79.3,24.8,51.5,2.5,24.1,26.1,7,39.6,41.3,19.1,0.295,656730
280,Jorge Alcala,MIN,RP,R,56.7,0.0,0.0,267.4,62.4,3.1,3.0,0,11,4.02,4.00,1.28,63.9,24.2,55.8,2.6,28.8,30.9,8,39.3,41.0,19.6,0.282,660896
281,Eli Morgan,CLE,RP,R,56.7,0.0,0.0,264.7,62.4,3.1,3.0,0,12,4.09,4.08,1.23,65.9,18.8,57.9,2.4,28.7,30.6,10,34.7,45.3,20.0,0.284,669212
282,Kody Funderburk,MIN,RP,L,56.7,0.0,0.0,265.6,62.4,3.3,2.9,0,11,3.48,3.78,1.31,63.3,24.6,57.3,3.0,25.0,27.4,6,49.0,30.8,20.2,0.302,681892
283,Joey Wentz,DET,RP,L,43.7,3.2,1.1,266.1,62.0,2.9,3.4,0,4,4.21,4.38,1.32,60.1,23.3,58.5,2.0,29.3,31.3,9,37.0,43.0,19.9,0.292,666214
284,David Bednar,PIT,RP,R,61.6,0.0,0.0,257.3,61.6,3.2,2.8,30,0,3.54,3.58,1.18,70.1,22.0,50.9,2.4,24.2,26.1,7,36.8,43.7,19.5,0.287,670280
285,Eric Lauer,PIT,SP,L,26.4,6.6,2.4,265.5,61.4,3.0,3.6,0,2,4.58,4.85,1.37,53.2,24.0,60.2,2.1,31.2,33.2,9,35.3,44.2,20.5,0.290,641778
286,Lance McCullers Jr.,HOU,SP,R,20.4,10.2,4.6,262.4,61.2,3.9,2.8,0,1,4.09,4.21,1.35,60.3,23.9,59.0,3.1,27.9,30.3,7,48.4,31.4,20.2,0.303,14120
287,Joey Lucchesi,NYM,SP,L,27.7,7.9,3.4,262.1,60.9,3.4,3.2,0,2,4.31,4.48,1.39,50.0,20.9,63.6,2.4,30.0,32.3,8,44.5,34.8,20.7,0.298,664192
288,Mick Abel,PHI,SP,R,27.7,7.9,3.0,270.5,60.9,3.2,3.6,0,2,5.11,5.44,1.52,52.9,30.4,62.5,3.4,34.2,36.5,10,39.2,39.6,21.2,0.298,690953
289,Mike Clevinger,FA,SP,R,20.2,9.0,4.0,259.2,60.7,5.1,5.3,0,0,4.69,4.74,1.32,53.3,19.0,60.9,3.2,31.6,33.6,10,34.2,45.7,20.1,0.280,12808
290,Deivi Garcia,CHW,RP,R,43.7,3.2,1.1,262.1,60.6,2.6,3.7,0,4,5.10,5.51,1.55,51.9,31.0,62.8,3.4,34.2,36.4,11,35.7,44.2,20.1,0.277,665620
291,Bailey Falter,PIT,SP,L,30.8,6.5,2.5,257.3,60.4,3.0,3.5,0,2,4.51,4.80,1.31,47.9,16.5,62.8,2.4,30.2,32.3,10,37.3,42.2,20.5,0.296,663559
292,Michael Lorenzen,TEX,SP,R,20.2,9.0,3.9,260.7,60.2,3.4,3.3,0,1,4.71,4.74,1.39,49.5,21.3,62.3,2.2,30.2,32.5,9,43.0,36.8,20.2,0.294,14843
293,Pedro Avila,SD,SP,R,29.2,4.9,1.9,259.7,60.0,3.0,3.2,0,2,4.19,4.38,1.40,54.9,24.9,58.9,3.2,28.8,31.1,8,46.0,34.0,20.1,0.299,658648
294,Aroldis Chapman,PIT,RP,L,59.9,0.0,0.0,248.0,59.9,3.4,2.4,5,15,2.86,3.03,1.19,87.6,33.2,37.9,2.3,19.0,20.9,5,40.5,40.2,19.2,0.280,10233
295,George Soriano,MIA,RP,R,59.9,0.0,0.0,261.8,59.9,2.8,3.1,0,6,4.58,4.77,1.39,54.9,26.2,57.0,3.8,30.3,32.4,8,38.6,41.5,19.9,0.292,666277
296,Ronel Blanco,HOU,SP,R,30.8,6.5,2.7,259.6,59.9,3.5,2.9,0,2,4.48,4.61,1.39,59.9,25.8,57.2,2.2,29.9,32.0,9,39.6,40.3,20.1,0.290,669854
297,Wes Parsons,TOR,RP,R,43.7,3.2,1.3,249.6,59.6,3.1,3.0,0,4,4.03,4.31,1.37,58.3,22.7,58.9,2.7,27.2,29.4,8,43.6,36.3,20.1,0.296,641149
298,Cooper Criswell,BOS,SP,R,21.1,7.9,3.2,255.5,59.3,3.1,3.4,0,1,4.90,5.09,1.42,41.7,16.6,67.5,3.8,30.2,32.6,8,47.5,31.6,20.9,0.319,681867
299,Will Warren,NYY,SP,R,27.7,7.9,3.4,255.6,59.3,3.5,2.9,0,2,4.21,4.45,1.39,51.6,21.2,61.5,2.8,27.7,30.1,7,50.0,28.8,21.2,0.309,701542
300,Randy Vasquez,SD,RP,R,30.4,4.0,1.6,255.3,59.2,3.0,3.1,0,3,4.07,4.22,1.33,55.2,22.4,56.4,3.5,27.6,29.9,8,44.9,35.2,20.0,0.290,681190
301,Declan Cronin,MIA,RP,R,53.5,0.0,0.0,261.2,58.9,2.7,3.1,0,10,4.75,4.97,1.53,39.9,24.9,65.0,3.2,30.9,33.5,7,51.2,28.6,20.3,0.313,686539
302,Jonathan Hernandez,TEX,RP,R,58.8,0.0,0.0,255.8,58.8,3.0,2.8,2,15,4.17,4.56,1.45,58.0,29.0,56.5,2.9,26.2,28.5,7,47.9,32.5,19.7,0.308,642546
303,Erik Swanson,TOR,RP,R,58.8,0.0,0.0,247.0,58.8,3.0,2.8,3,18,3.82,3.87,1.20,64.0,19.4,51.4,2.2,25.4,27.2,8,35.8,44.3,19.9,0.277,657024
304,Taylor Clarke,MIL,RP,R,58.8,0.0,0.0,250.7,58.8,2.9,2.9,0,18,4.20,4.41,1.29,61.4,20.1,55.8,2.2,27.1,29.0,9,34.6,45.7,19.7,0.288,664199
305,Joan Adon,WSH,SP,R,30.4,4.0,1.5,254.1,58.8,2.7,3.4,0,3,4.42,4.58,1.41,51.2,23.6,59.3,2.9,28.6,30.8,8,45.5,34.5,19.9,0.305,672851
306,Yimi Garcia,TOR,RP,R,64.8,0.0,0.0,243.8,58.3,3.0,2.7,5,16,3.69,3.87,1.21,61.4,17.9,52.7,2.9,24.3,26.2,8,39.7,40.7,19.6,0.291,12095
307,Adam Ottavino,NYM,RP,R,64.8,0.0,0.0,254.5,58.3,2.8,2.9,3,16,4.26,3.93,1.32,58.2,24.2,52.8,3.7,28.4,30.6,7,45.5,34.3,20.2,0.280,1247
308,Pierce Johnson,ATL,RP,R,64.8,0.0,0.0,246.2,58.3,3.3,2.4,3,16,3.56,3.66,1.25,74.3,23.5,49.3,2.0,22.8,24.7,7,38.6,41.8,19.7,0.302,13435
309,Taylor Rogers,SF,RP,L,64.8,0.0,0.0,246.2,58.3,3.0,2.7,3,16,3.50,3.60,1.23,67.0,21.7,50.0,3.2,23.3,25.3,6,42.2,37.8,19.9,0.295,13449
310,Lucas Sims,CIN,RP,R,64.8,0.0,0.0,255.1,58.3,2.8,2.9,3,16,4.77,4.69,1.36,65.3,30.0,49.3,3.8,28.9,30.7,10,30.7,49.1,20.2,0.263,13470
311,Steven Okert,MIN,RP,L,64.8,0.0,0.0,248.2,58.3,3.0,2.8,2,16,3.83,3.98,1.24,68.9,24.5,47.6,3.1,25.7,27.3,8,31.6,48.4,20.0,0.275,13580
312,Josh Hader,HOU,RP,L,64.8,0.0,0.0,243.4,58.3,3.3,2.4,35,3,3.36,3.45,1.17,83.7,26.1,41.9,2.8,21.8,23.4,7,32.6,47.7,19.7,0.273,14212
313,Miguel Castro,ARI,RP,R,64.8,0.0,0.0,252.0,58.3,2.9,2.8,3,16,4.16,4.30,1.38,56.6,26.2,54.3,3.0,27.2,29.3,6,44.2,36.0,19.7,0.299,15684
314,Ryne Stanek,SEA,RP,R,64.8,0.0,0.0,250.8,58.3,2.9,2.8,0,13,4.05,4.00,1.27,67.0,25.7,48.3,2.3,26.8,28.6,8,32.9,47.6,19.5,0.265,15947
315,Jeff Hoffman,PHI,RP,R,64.8,0.0,0.0,247.3,58.3,3.0,2.7,0,10,3.85,3.79,1.22,67.5,24.8,46.1,2.7,24.7,26.5,8,35.3,45.1,19.6,0.265,17432
316,Jake Diekman,NYM,RP,L,64.8,0.0,0.0,253.3,58.3,3.0,2.7,0,13,3.75,3.96,1.36,71.5,32.5,46.9,3.0,25.0,27.1,7,41.5,38.5,19.9,0.282,5003
317,Hoby Milner,MIL,RP,L,64.8,0.0,0.0,249.2,58.3,2.9,2.8,0,19,3.97,4.21,1.31,54.1,17.6,58.6,3.0,25.4,27.6,8,45.8,33.6,20.6,0.299,571948
318,Jose Cuas,CHC,RP,R,64.8,0.0,0.0,254.0,58.3,2.8,2.9,0,15,4.20,4.50,1.43,55.2,26.5,56.7,3.7,27.3,29.5,7,46.5,33.4,20.2,0.308,621016
319,A.J. Minter,ATL,RP,L,64.8,0.0,0.0,241.4,58.3,3.4,2.4,2,16,3.45,3.44,1.16,70.9,19.6,48.3,2.1,22.1,23.9,7,37.5,42.9,19.6,0.290,621345
320,Colin Poche,TB,RP,L,64.8,0.0,0.0,250.8,58.3,2.8,2.9,3,19,4.27,4.32,1.29,60.6,24.5,50.9,2.2,28.0,29.8,9,33.0,46.8,20.2,0.268,621363
321,Drew Smith,NYM,RP,R,64.8,0.0,0.0,254.8,58.3,2.8,2.9,0,19,4.37,4.45,1.33,60.7,24.4,53.3,2.8,29.1,31.0,9,33.3,46.8,19.9,0.274,622098
322,Seranthony Dominguez,PHI,RP,R,64.8,0.0,0.0,248.9,58.3,3.0,2.7,3,16,3.95,4.03,1.30,61.2,24.4,51.1,3.0,25.3,27.4,7,42.4,38.1,19.5,0.288,622554
323,Tyler Kinley,COL,RP,R,64.8,0.0,0.0,248.7,58.3,2.9,2.8,7,16,4.73,4.83,1.34,55.0,22.4,55.8,2.6,26.8,28.7,9,35.1,45.2,19.6,0.301,641755
324,Tayler Saucedo,SEA,RP,L,64.8,0.0,0.0,252.3,58.3,2.9,2.8,0,6,3.91,4.26,1.39,54.7,24.3,56.7,3.3,25.8,28.1,6,49.6,30.2,20.3,0.302,642048
325,Gregory Soto,PHI,RP,L,64.8,0.0,0.0,246.4,58.3,3.1,2.6,2,19,3.61,3.71,1.27,65.8,26.6,47.6,2.7,23.2,25.2,6,44.0,36.6,19.4,0.285,642397
326,Jonathan Loaisiga,NYY,RP,R,48.6,0.0,0.0,247.8,58.3,3.1,2.6,3,12,3.84,3.96,1.30,51.4,18.7,57.0,2.7,24.8,27.1,6,50.5,30.0,19.4,0.297,642528
327,Griffin Jax,MIN,RP,R,64.8,0.0,0.0,245.8,58.3,3.0,2.7,5,16,3.74,3.67,1.22,60.5,18.9,52.2,2.6,25.0,27.0,7,42.2,38.2,19.6,0.289,643377
328,Mark Leiter Jr.,CHC,RP,R,64.8,0.0,0.0,247.3,58.3,3.0,2.7,0,19,3.81,3.82,1.24,61.9,20.1,52.0,3.7,24.7,26.8,7,43.8,36.0,20.2,0.291,643410
329,Genesis Cabrera,TOR,RP,L,64.8,0.0,0.0,253.6,58.3,2.9,2.8,0,19,4.10,4.32,1.36,59.0,26.6,52.5,3.0,27.1,29.1,8,39.1,41.1,19.9,0.283,650893
330,Caleb Ferguson,NYY,RP,L,64.8,0.0,0.0,244.5,58.3,3.2,2.5,0,19,3.40,3.74,1.25,68.5,22.8,50.3,3.1,21.9,24.0,6,44.8,35.6,19.6,0.303,657571
331,Enyel De Los Santos,SD,RP,R,64.8,0.0,0.0,248.2,58.3,2.9,2.8,0,16,3.87,3.93,1.28,62.5,23.5,50.9,2.8,25.8,27.8,8,39.0,41.3,19.8,0.281,660853
332,Alex Vesia,LAD,RP,L,64.8,0.0,0.0,245.8,58.3,3.2,2.5,0,18,3.58,3.81,1.23,73.9,24.6,47.4,2.4,23.6,25.3,8,32.5,47.6,19.9,0.284,681911
333,Will Smith,KC,RP,L,64.8,0.0,0.0,253.2,58.3,2.8,2.9,15,16,4.61,4.70,1.35,54.1,24.0,54.7,2.3,29.1,31.0,9,34.3,45.3,20.4,0.287,8048
334,Shintaro Fujinami,NYM,RP,R,52.8,0.0,0.0,250.1,58.1,2.9,2.8,0,11,3.91,3.97,1.31,66.2,26.5,49.6,2.9,26.0,27.9,7,38.8,41.8,19.4,0.283,660261
335,Ryan Weathers,MIA,SP,L,30.8,6.5,2.5,251.1,57.9,2.8,3.3,0,5,4.43,4.78,1.40,50.4,22.9,58.2,2.1,28.3,30.4,8,40.4,39.7,19.9,0.300,677960
336,AJ Smith-Shawver,ATL,SP,R,21.1,7.9,3.0,251.1,57.7,3.5,2.8,0,1,4.66,4.55,1.36,59.6,26.0,52.6,2.4,29.6,31.6,9,36.6,43.4,19.9,0.280,700363
337,Michael Kelly,OAK,RP,R,51.8,0.0,0.0,246.0,57.0,2.6,3.0,0,5,4.20,4.29,1.35,55.6,25.2,51.6,2.3,27.6,29.6,8,38.8,41.2,20.0,0.282,547184
338,Isaiah Campbell,BOS,RP,R,51.8,0.0,0.0,244.3,57.0,2.9,2.7,0,5,4.40,4.50,1.37,53.5,23.3,54.9,2.3,26.0,28.1,7,43.7,36.4,19.9,0.302,663462
339,Cody Bolton,SEA,RP,R,51.8,0.0,0.0,250.2,57.0,2.7,2.9,0,5,4.41,4.59,1.40,57.1,24.3,55.2,2.9,28.5,30.5,8,39.2,41.0,19.9,0.292,675989
340,Joe Ross,MIL,SP,R,30.8,6.5,2.7,242.5,56.8,2.9,3.1,0,2,4.34,4.47,1.33,52.5,18.5,56.8,2.9,27.1,29.1,8,42.3,37.5,20.2,0.295,12972
341,Yonny Chirinos,MIA,SP,R,26.4,6.6,2.5,235.1,56.8,2.7,3.5,0,2,4.92,5.35,1.52,37.2,17.4,69.0,2.7,30.8,33.1,8,45.9,33.7,20.4,0.304,630023
342,Anthony Molina,COL,SP,R,30.8,6.5,2.5,234.0,56.8,2.5,3.7,0,2,5.49,6.53,1.63,33.2,16.3,76.3,2.1,30.3,32.5,10,44.0,34.6,21.3,0.327,683627
343,Shelby Miller,DET,RP,R,56.7,0.0,0.0,245.4,56.7,2.7,2.9,0,6,4.29,4.13,1.30,57.3,25.0,48.8,2.4,27.3,29.2,7,37.1,42.8,20.1,0.272,10197
344,Derek Law,WSH,RP,R,56.7,0.0,0.0,246.4,56.7,2.6,3.0,0,6,4.47,4.57,1.40,47.7,23.3,56.2,2.4,27.9,30.1,7,44.6,35.5,19.9,0.295,13133
345,Edwin Diaz,NYM,RP,R,56.7,0.0,0.0,231.2,56.7,3.3,2.3,35,0,2.84,2.63,1.04,84.8,20.3,38.5,2.9,18.4,20.0,6,38.3,42.7,19.1,0.272,14710
346,Chad Green,TOR,RP,R,56.7,0.0,0.0,237.4,56.7,2.9,2.7,3,14,3.83,3.88,1.18,61.9,18.0,48.9,1.9,24.6,26.2,8,32.6,47.8,19.6,0.273,15552
347,Brock Stewart,MIN,RP,R,56.7,0.0,0.0,236.7,56.7,3.0,2.5,1,17,3.35,3.30,1.15,71.1,21.2,44.3,2.6,21.8,23.5,6,37.4,43.3,19.3,0.279,16727
348,Giovanny Gallegos,STL,RP,R,56.7,0.0,0.0,239.3,56.7,2.9,2.7,5,14,3.96,3.93,1.19,59.4,17.8,49.8,2.1,25.4,27.1,8,32.6,47.6,19.9,0.276,606149
349,Steven Wilson,CHW,RP,R,56.7,0.0,0.0,245.7,56.7,2.6,3.0,3,17,4.53,4.51,1.30,59.1,25.5,48.4,2.8,28.5,30.2,10,28.6,51.4,20.0,0.254,621051
350,Hunter Harvey,WSH,RP,R,56.7,0.0,0.0,235.7,56.7,2.8,2.7,10,11,3.72,3.55,1.17,61.5,18.6,47.9,2.2,23.2,25.0,7,40.5,40.1,19.3,0.282,640451
351,Adbert Alzolay,CHC,RP,R,56.7,0.0,0.0,235.3,56.7,3.0,2.6,20,6,3.61,3.63,1.17,61.5,16.4,49.9,2.8,22.8,24.7,7,41.2,39.3,19.6,0.290,640470
352,Connor Brogdon,PHI,RP,R,56.7,0.0,0.0,243.8,56.7,2.8,2.8,0,11,4.38,4.51,1.32,54.6,21.8,53.2,2.3,27.4,29.2,9,36.6,43.6,19.8,0.285,641401
353,Michael Kopech,CHW,RP,R,56.7,0.0,0.0,243.8,56.7,2.6,2.9,7,14,4.29,4.08,1.29,63.3,27.3,45.7,2.7,27.0,28.8,8,35.4,44.7,19.9,0.259,656629
354,Andres Munoz,SEA,RP,R,56.7,0.0,0.0,234.8,56.7,3.2,2.4,25,3,3.01,3.04,1.15,75.6,21.5,43.5,2.8,19.3,21.3,5,46.7,34.1,19.2,0.289,662253
355,Ryan Helsley,STL,RP,R,56.7,0.0,0.0,233.8,56.7,3.2,2.4,20,3,3.16,3.06,1.12,74.6,24.1,39.3,2.0,20.3,21.9,6,36.0,44.9,19.1,0.266,664854
356,Yuki Matsui,SD,RP,L,56.7,0.0,0.0,237.4,56.7,3.0,2.5,3,14,3.35,3.48,1.22,71.9,24.0,44.9,2.0,21.7,23.5,7,38.5,41.4,20.1,0.282,673513
357,Jordan Leasure,CHW,RP,R,56.7,0.0,0.0,245.1,56.7,2.6,2.9,3,14,4.33,4.62,1.40,58.0,26.0,53.2,2.3,27.2,29.1,9,38.8,39.9,21.3,0.291,673929
358,Collin Snider,SEA,RP,R,56.7,0.0,0.0,255.2,56.7,2.5,3.0,0,15,4.82,5.04,1.56,43.2,27.5,60.8,2.9,30.9,33.4,7,48.5,31.3,20.2,0.303,676092
359,David Robertson,TEX,RP,R,56.7,0.0,0.0,243.9,56.7,2.9,2.6,5,17,4.12,4.23,1.33,62.1,24.9,50.6,2.5,25.0,26.9,8,41.0,38.5,20.5,0.290,8241
360,Brandon Bielak,HOU,RP,R,43.7,3.2,1.3,237.4,56.5,3.1,2.7,0,4,4.32,4.62,1.42,48.8,19.7,60.4,2.7,27.2,29.4,7,46.4,33.3,20.3,0.304,656232
361,Max Scherzer,TEX,SP,R,9.9,9.9,5.3,234.4,56.4,3.7,2.6,0,0,4.04,3.98,1.14,62.5,14.9,49.4,2.5,24.3,25.9,9,33.1,46.8,20.0,0.273,3137
362,Tanner Banks,CHW,RP,L,43.7,3.2,0.9,232.5,55.5,2.3,3.2,0,4,4.14,4.37,1.32,49.4,17.7,55.7,2.2,25.5,27.4,8,41.6,38.4,20.1,0.285,621383
363,Ray Kerr,ATL,RP,L,50.2,0.0,0.0,236.8,55.2,3.0,2.4,0,5,3.85,4.06,1.34,62.9,25.2,48.6,2.2,23.4,25.3,6,42.1,38.0,19.8,0.299,678061
364,Zack Greinke,FA,SP,R,11.2,11.2,4.6,235.7,54.9,2.9,3.3,0,0,4.63,4.70,1.34,38.1,11.3,62.1,1.8,28.2,30.4,9,43.7,35.3,21.0,0.302,1943
365,Sam Hentges,CLE,RP,L,60.8,0.0,0.0,228.7,54.7,2.9,2.5,0,18,3.37,3.55,1.26,60.3,19.9,49.3,1.9,20.6,22.7,5,49.9,30.4,19.7,0.307,656529
366,Jhoan Duran,MIN,RP,R,54.0,0.0,0.0,218.9,54.0,3.2,2.1,25,0,2.54,2.51,1.09,74.2,20.1,38.6,2.4,15.7,17.6,4,52.1,29.2,18.7,0.292,661395
367,Owen White,TEX,SP,R,21.1,7.9,3.0,238.2,54.0,2.9,3.2,0,1,5.09,5.43,1.51,40.1,22.1,59.6,2.8,29.4,31.6,9,44.3,35.3,20.4,0.305,669391
368,Wandy Peralta,SD,RP,L,59.9,0.0,0.0,233.0,53.9,2.7,2.5,3,15,3.68,3.94,1.36,52.9,24.2,49.0,2.6,22.7,24.9,6,49.2,30.9,19.9,0.289,14295
369,Abner Uribe,MIL,RP,R,59.9,0.0,0.0,231.0,53.9,2.8,2.4,3,18,3.50,3.62,1.32,70.2,29.4,41.7,2.4,20.7,22.7,5,45.6,35.1,19.3,0.287,682842
370,Scott McGough,ARI,RP,R,48.6,0.0,0.0,226.7,53.5,2.8,2.5,2,12,3.72,3.96,1.29,57.0,21.3,47.8,2.2,22.3,24.2,6,44.2,35.7,20.0,0.300,12056
371,Matt Moore,LAA,RP,L,48.6,0.0,0.0,230.1,53.5,2.7,2.5,0,15,4.13,4.29,1.34,57.0,23.8,48.1,2.1,24.0,25.8,8,37.7,42.2,20.1,0.286,1890
372,Jay Jackson,MIN,RP,R,48.6,0.0,0.0,228.3,53.5,2.6,2.6,0,5,4.06,4.03,1.24,53.6,18.0,48.3,2.2,24.9,26.7,7,36.9,43.0,20.1,0.277,543351
373,Jalen Beeks,COL,RP,L,48.6,0.0,0.0,225.6,53.5,2.8,2.5,0,5,4.12,4.52,1.36,51.1,20.7,51.9,2.0,21.5,23.4,6,45.2,35.0,19.9,0.322,656222
374,Jacob Latz,TEX,RP,L,48.6,0.0,0.0,227.8,53.5,2.8,2.4,0,5,3.96,4.26,1.29,57.8,22.2,47.1,2.2,22.6,24.4,7,38.6,41.5,19.9,0.284,656641
375,Bennett Sousa,HOU,RP,L,48.6,0.0,0.0,230.9,53.5,2.8,2.4,0,5,4.01,4.29,1.37,54.4,22.8,50.2,2.4,23.9,25.9,7,43.6,36.4,20.0,0.296,656986
376,Seth Martinez,HOU,RP,R,48.6,0.0,0.0,233.4,53.5,2.7,2.5,0,5,4.34,4.61,1.39,52.0,21.8,52.4,2.8,25.9,27.8,8,40.7,38.8,20.5,0.297,661527
377,Luis Frias,ARI,RP,R,48.6,0.0,0.0,231.4,53.5,2.7,2.6,0,5,4.19,4.44,1.39,52.5,24.2,50.4,2.0,25.1,27.0,6,40.6,39.5,19.9,0.302,666818
378,JoJo Romero,STL,RP,L,48.6,0.0,0.0,224.0,53.5,2.9,2.3,0,9,3.26,3.61,1.25,58.3,20.7,46.3,2.2,19.8,21.7,5,48.2,31.9,19.9,0.302,668941
379,Greg Weissert,BOS,RP,R,48.6,0.0,0.0,231.2,53.5,2.7,2.6,0,9,4.43,4.62,1.40,52.8,24.1,50.5,2.8,24.6,26.6,7,43.2,36.8,20.0,0.304,669711
380,Trevor Richards,TOR,RP,R,48.6,0.0,0.0,228.3,53.5,2.7,2.5,0,15,3.79,4.04,1.29,63.6,23.2,45.7,1.8,23.0,24.6,8,33.4,46.6,20.0,0.284,670950
381,Bryce Jarvis,ARI,RP,R,48.6,0.0,0.0,231.0,53.5,2.6,2.6,0,5,4.30,4.33,1.35,48.4,21.0,51.1,2.2,25.8,27.7,7,41.7,38.5,19.8,0.291,686826
382,Tristan Beck,SF,SP,R,16.4,8.2,3.2,230.9,53.3,2.7,3.2,0,2,4.59,4.65,1.37,42.8,17.8,55.4,2.4,27.9,29.9,8,41.1,38.9,20.0,0.295,663941
383,Joey Cantillo,CLE,SP,L,10.6,10.6,4.6,229.6,53.0,2.8,3.1,0,0,4.38,4.91,1.44,51.6,24.4,52.2,2.4,26.0,28.0,8,40.8,38.2,21.0,0.301,676282
384,JT Chargois,MIA,RP,R,58.8,0.0,0.0,228.6,52.9,2.5,2.7,0,6,4.25,4.19,1.34,49.1,21.1,50.0,2.6,24.8,26.8,6,44.8,35.5,19.7,0.295,13767
