#,Name,Team,Bats,ESPN,YAHOO,G,PA,AB,R,HR,RBI,SB,H,1B,2B,3B,TB,SO,BB,HBP,SF,SH,CS,AVG,OBP,SLG,OPS,BABIP,RazzID
403,Evan Longoria,FA,R,3B,3B,46,150,134,17.4,5.8,18.4,0.4,30.5,18.6,5.9,0.2,54.4,44.7,13.2,1.0,1.1,0.6,0.2,0.227,0.298,0.405,0.704,0.291,9368
404,Jace Peterson,ARI,L,2B/3B,2B/3B,50,149,130,16.1,2.6,14.0,4.1,30.1,21.8,4.5,1.2,44.9,36.2,15.9,1.5,1.1,0.9,1.3,0.232,0.318,0.345,0.664,0.298,12325
405,Alan Trejo,COL,R,2B,2B/SS/ 3B,51,149,137,16.9,4.2,17.0,2.3,34.0,22.2,6.9,0.6,54.8,35.1,8.5,1.5,1.1,1.0,1.0,0.248,0.294,0.400,0.695,0.302,676701
406,Tyler Wade,SD,L,SS,SS,51,148,132,15.1,1.7,12.5,8.4,29.7,20.5,7.0,0.5,42.7,38.1,12.5,1.3,1.2,1.2,2.8,0.225,0.295,0.324,0.619,0.301,15730
407,Enmanuel Valdez,BOS,L,2B,2B,51,148,131,18.8,5.0,18.1,2.0,32.2,19.6,7.0,0.6,55.5,34.0,13.8,1.2,1.2,1.2,0.9,0.246,0.318,0.424,0.742,0.293,665839
408,Nasim Nunez,WSH,S,SS,SS,51,148,129,14.3,1.1,11.0,6.5,27.7,20.9,5.2,0.4,37.2,33.8,16.3,1.0,1.1,0.9,2.2,0.215,0.304,0.289,0.592,0.280,683083
409,Pablo Reyes,BOS,R,2B/SS,2B/SS,50,147,132,17.4,3.2,16.1,3.7,34.1,23.2,7.1,0.6,51.9,26.7,12.1,1.1,1.1,0.9,1.4,0.258,0.321,0.393,0.715,0.299,622569
410,Matt Thaiss,LAA,L,C,C,51,147,126,17.4,4.5,16.0,1.1,28.1,18.2,5.1,0.4,47.6,37.8,17.1,1.8,1.1,0.8,0.4,0.224,0.320,0.379,0.699,0.280,642136
411,Brooks Lee,MIN,S,SS,SS,44,147,133,16.7,3.0,15.4,1.4,32.8,21.1,8.2,0.6,51.1,27.2,11.4,1.2,1.1,0.9,0.6,0.247,0.308,0.384,0.693,0.287,686797
412,Ildemaro Vargas,WSH,S,3B,2B/SS/ 3B/OF,50,146,133,15.5,2.5,15.1,1.3,35.0,23.7,7.9,0.9,52.2,17.3,9.1,1.1,1.1,0.9,0.5,0.262,0.311,0.392,0.702,0.283,13324
413,Travis Jankowski,TEX,L,OF,OF,49,146,125,16.4,1.4,13.3,5.7,31.7,23.1,6.6,0.5,43.7,27.6,17.7,1.3,1.1,0.9,1.9,0.253,0.348,0.350,0.697,0.311,13768
414,Forrest Wall,ATL,L,DH,2B,51,146,130,17.8,2.1,14.8,9.4,30.9,21.7,6.1,1.0,45.4,40.1,12.5,1.6,1.1,0.9,2.8,0.237,0.308,0.349,0.657,0.323,657088
415,Tucker Barnhart,ARI,L,C,C,51,145,129,14.6,1.9,12.2,1.0,28.2,21.3,4.7,0.4,39.4,40.4,12.1,1.7,1.1,1.1,0.3,0.219,0.289,0.305,0.594,0.299,10200
416,Yuli Gurriel,FA,R,1B,1B,46,145,132,16.5,3.0,15.8,1.5,35.0,24.0,7.5,0.5,52.5,21.0,10.0,1.1,1.1,0.6,0.6,0.264,0.318,0.396,0.714,0.293,19198
417,Jonny DeLuca,TB,R,OF,OF,43,145,130,16.4,5.0,17.4,2.2,29.8,17.6,6.7,0.6,52.6,31.6,11.1,1.7,1.1,0.8,0.8,0.229,0.294,0.403,0.698,0.262,676356
418,Sam Haggerty,SEA,S,OF,2B/OF,51,144,127,16.5,2.8,14.5,7.4,30.3,19.3,7.4,0.8,47.7,33.8,12.8,1.9,1.1,0.9,2.0,0.238,0.312,0.375,0.687,0.299,664059
419,Taylor Trammell,SEA,L,OF,OF,49,143,125,16.4,5.0,15.7,3.4,25.6,14.0,6.4,0.2,47.4,46.6,15.0,1.4,1.1,1.0,1.4,0.205,0.293,0.380,0.674,0.278,666211
420,Braden Shewmake,CHW,L,SS,SS,51,143,131,15.3,3.7,14.8,2.9,29.5,18.6,6.7,0.5,48.3,31.4,8.4,1.4,1.1,0.9,1.0,0.225,0.274,0.368,0.642,0.265,669699
421,Oscar Colas,CHW,L,OF,OF,44,142,130,15.9,4.8,16.7,1.5,32.5,20.6,6.9,0.2,54.3,36.3,8.5,1.3,1.1,1.0,0.7,0.250,0.297,0.416,0.713,0.306,693049
422,Troy Johnston,MIA,L,1B,1B,41,141,125,16.3,3.8,15.1,1.7,30.4,20.7,5.3,0.6,48.3,31.2,11.9,2.0,1.1,0.9,0.6,0.245,0.315,0.387,0.703,0.294,687859
423,Lenyn Sosa,CHW,R,2B,2B/3B,47,139,130,16.1,5.1,16.9,0.8,31.8,19.5,7.1,0.2,54.6,30.1,6.7,1.0,1.1,1.0,0.4,0.246,0.283,0.422,0.705,0.280,672820
424,Cristian Pache,PHI,R,OF,OF,50,138,124,16.2,3.6,15.0,2.8,28.4,18.1,6.0,0.7,46.7,36.6,10.9,1.0,1.1,1.0,1.2,0.229,0.293,0.377,0.669,0.292,665506
425,Matthew Batten,SD,R,2B,1B/2B/ 3B,47,138,121,14.0,2.1,11.7,4.0,26.1,18.6,5.0,0.3,37.9,38.1,13.3,0.9,1.1,0.9,1.5,0.214,0.294,0.312,0.606,0.291,676946
426,Randal Grichuk,ARI,R,OF,OF,45,136,125,15.1,4.2,16.0,0.9,31.2,20.5,6.1,0.5,50.8,30.5,7.8,1.3,1.0,0.6,0.4,0.249,0.296,0.406,0.702,0.296,10243
427,Miguel Andujar,OAK,R,OF,OF,44,136,124,15.6,3.9,15.5,1.3,32.8,21.9,6.7,0.3,51.7,21.8,9.6,0.8,1.0,0.5,0.5,0.265,0.318,0.419,0.737,0.292,609280
428,Chase DeLauter,CLE,L,OF,OF,46,136,125,13.5,2.4,13.0,1.5,29.7,20.7,6.3,0.3,43.7,26.3,7.3,1.4,1.0,0.9,0.6,0.237,0.282,0.349,0.631,0.279,800050
429,David Fry,CLE,R,C,C/1B/ OF,40,133,119,15.3,3.9,14.8,1.0,27.8,16.5,6.9,0.5,47.3,32.0,10.4,2.3,1.0,0.7,0.4,0.235,0.305,0.399,0.705,0.286,681807
430,Trey Lipscomb,WSH,R,3B,3B,46,132,124,13.1,2.5,13.1,1.6,30.0,20.6,6.5,0.4,44.8,26.3,5.4,1.0,1.0,0.8,0.7,0.243,0.276,0.362,0.638,0.287,702358
431,Cade Marlowe,SEA,L,OF,OF,40,130,117,13.3,3.4,13.4,4.6,24.9,15.2,5.4,0.8,42.4,41.7,10.1,1.2,1.0,0.9,1.7,0.213,0.278,0.362,0.640,0.295,687799
432,Miguel Vargas,LAD,R,2B,2B,41,127,110,16.0,3.7,15.2,2.0,26.9,15.9,6.6,0.6,45.9,26.1,14.0,1.3,0.9,0.6,0.8,0.244,0.332,0.418,0.750,0.286,678246
433,Jasson Dominguez,NYY,S,OF,OF,34,124,108,14.0,3.7,14.3,3.6,25.0,15.9,5.0,0.5,42.0,34.1,12.7,0.9,0.9,0.5,1.4,0.231,0.312,0.387,0.698,0.298,691176
434,Jordan Lawlar,ARI,R,SS,SS,34,120,107,13.4,2.6,11.8,7.6,24.8,16.9,4.6,0.6,38.6,29.6,10.0,1.7,0.9,0.8,2.8,0.233,0.304,0.362,0.667,0.295,691783
435,Trevor Larnach,MIN,L,OF,OF,40,119,103,14.4,3.9,13.4,0.7,23.5,14.1,4.9,0.6,41.2,38.0,13.7,1.3,0.9,0.5,0.3,0.228,0.323,0.399,0.722,0.315,663616
436,Bobby Dalbec,BOS,R,1B,1B,34,115,102,14.0,5.1,14.6,1.3,22.5,13.3,3.6,0.5,42.4,41.6,9.6,1.6,0.9,0.7,0.5,0.220,0.293,0.414,0.707,0.307,666915
437,Eric Haase,MIL,R,C/OF,C/OF,34,113,104,12.3,4.0,12.7,1.0,22.6,14.3,3.9,0.4,39.2,34.0,7.9,0.7,0.9,0.6,0.4,0.218,0.276,0.379,0.654,0.281,606992
438,Blake Sabol,SF,L,C/OF,C/OF,38,113,102,12.2,3.3,11.8,1.2,23.2,15.2,4.3,0.4,38.0,35.2,8.9,1.2,0.9,0.7,0.5,0.228,0.295,0.374,0.669,0.311,666165
439,Andrew Knizner,TEX,R,C,C,34,113,101,13.5,3.5,13.1,0.9,23.8,15.6,4.5,0.2,39.4,27.1,8.7,1.7,0.9,0.8,0.3,0.235,0.303,0.389,0.691,0.284,668800
440,Ernie Clement,TOR,R,SS,SS,34,113,104,12.8,2.0,12.1,1.4,27.1,18.8,5.9,0.5,39.9,12.7,7.1,1.0,0.9,0.7,0.6,0.261,0.311,0.384,0.695,0.279,676391
441,Garrett Stubbs,PHI,L,C,C,34,109,95,12.2,2.2,10.4,1.6,20.8,14.4,3.6,0.6,32.3,26.3,11.1,1.1,0.8,0.7,0.6,0.219,0.304,0.339,0.643,0.275,596117
442,Owen Miller,MIL,R,1B/2B/ 3B,1B/2B/ 3B/OF,36,109,100,11.4,2.1,11.1,1.8,25.1,17.2,5.5,0.2,37.4,22.6,7.1,1.3,0.8,0.5,0.7,0.251,0.307,0.375,0.681,0.302,680911
443,Garrett Hampson,KC,R,SS/OF,2B/SS/ OF,34,108,97,11.8,1.5,10.0,2.8,23.3,16.9,4.3,0.6,33.4,26.5,8.5,0.9,0.8,0.7,0.8,0.240,0.303,0.345,0.647,0.312,641658
444,Jason Delay,PIT,R,C,C,34,107,97,11.1,1.5,9.5,0.9,21.8,15.2,4.7,0.4,31.7,27.2,7.2,1.2,0.8,0.8,0.3,0.225,0.284,0.328,0.611,0.295,641511
445,Luis Guillorme,ATL,L,2B,2B,33,107,93,13.4,1.2,10.7,0.6,24.3,17.9,4.8,0.4,33.4,18.6,11.8,0.9,0.8,0.7,0.2,0.261,0.343,0.358,0.702,0.311,641645
446,Xavier Edwards,MIA,S,2B,2B,33,105,93,11.9,1.1,9.7,3.1,25.6,20.3,3.8,0.4,33.5,13.2,9.8,0.8,0.8,0.7,1.1,0.276,0.344,0.361,0.705,0.309,669364
447,Thomas Saggese,STL,R,2B,2B,31,103,94,12.1,2.7,11.7,1.0,23.8,15.6,5.0,0.5,37.9,24.9,6.4,1.1,0.8,0.6,0.4,0.252,0.303,0.403,0.706,0.312,695336
448,Jace Jung,DET,L,2B,2B,31,101,89,11.3,2.7,10.3,0.6,20.4,14.2,3.0,0.4,32.4,26.6,9.6,1.0,0.8,0.6,0.2,0.229,0.307,0.365,0.671,0.292,690291
449,Ryan Bliss,SEA,R,2B,2B,31,100,91,10.9,2.4,10.5,4.2,20.7,12.8,5.1,0.5,34.1,24.3,6.7,1.1,0.8,0.6,1.7,0.228,0.284,0.374,0.658,0.281,669208
450,Jordan Diaz,OAK,R,2B/3B,1B/2B/ 3B,31,98,91,10.6,3.0,11.4,0.4,23.1,14.8,5.1,0.2,37.6,19.6,5.0,0.9,0.7,0.5,0.2,0.255,0.297,0.416,0.713,0.292,672478
451,J.P. Martinez,ATL,L,OF,OF,31,96,84,10.9,2.1,10.0,4.2,18.0,11.4,3.9,0.6,29.4,31.2,9.6,1.1,0.7,0.5,1.4,0.213,0.297,0.349,0.646,0.305,679881
452,Jose Miranda,MIN,R,3B,3B,30,93,85,11.2,2.8,11.1,0.4,22.1,14.5,4.6,0.2,35.6,16.7,6.1,1.3,0.7,0.3,0.2,0.260,0.316,0.419,0.735,0.292,669304
453,Casey Schmitt,SF,R,SS/3B,2B/SS/ 3B,31,92,85,9.6,2.0,9.2,0.8,20.5,14.7,3.6,0.3,30.7,21.1,5.0,1.0,0.7,0.6,0.3,0.241,0.287,0.361,0.648,0.296,669477
454,Canaan Smith-Njigba,PIT,L,OF,OF,31,92,81,10.3,2.0,9.4,2.0,19.4,12.3,4.8,0.4,30.8,25.6,9.9,0.6,0.7,0.5,0.8,0.240,0.324,0.380,0.704,0.322,675986
455,Zach DeLoach,CHW,L,OF,OF,31,91,80,9.9,2.7,9.4,0.8,17.6,10.9,3.8,0.2,29.9,28.6,8.0,0.8,0.7,0.6,0.3,0.218,0.292,0.371,0.663,0.298,676113
456,David Fletcher,ATL,R,DH,2B/SS,28,90,83,10.9,0.8,9.3,1.2,22.7,17.6,3.9,0.4,29.9,9.2,4.9,0.6,0.7,0.7,0.4,0.273,0.314,0.360,0.674,0.296,664058
457,Sam Huff,TEX,R,C,C,29,90,81,11.7,4.1,11.8,0.3,18.8,11.5,3.2,0.1,34.4,28.8,7.2,0.7,0.7,0.5,0.1,0.233,0.297,0.425,0.722,0.302,669087
458,Angel Martinez,CLE,S,SS,SS,27,89,80,9.2,1.6,8.5,1.0,18.4,12.1,4.3,0.4,28.4,19.5,6.2,1.0,0.7,0.6,0.4,0.230,0.290,0.354,0.644,0.281,682657
459,Tyler Nevin,BAL,R,3B,1B/3B/ OF,26,88,77,10.1,2.5,9.9,0.5,18.8,12.7,3.2,0.4,30.3,19.2,8.0,1.2,0.7,0.4,0.2,0.243,0.319,0.391,0.710,0.289,663527
460,Austin Shenton,TB,L,DH,3B,27,87,76,10.5,2.7,9.7,0.2,17.1,9.7,4.6,0.1,30.0,27.6,9.6,0.9,0.7,0.5,0.1,0.227,0.317,0.396,0.713,0.315,668853
461,Michael Siani,STL,L,OF,OF,27,87,76,9.1,1.4,7.8,2.5,16.3,11.5,2.9,0.4,24.3,20.2,9.1,0.6,0.7,0.6,0.9,0.214,0.299,0.319,0.618,0.270,672279
462,Blaze Alexander,ARI,R,SS,SS,27,87,77,9.0,1.7,8.1,0.9,17.0,11.7,3.2,0.4,26.0,27.0,6.7,1.4,0.7,0.5,0.4,0.219,0.289,0.335,0.624,0.309,677942
463,Tyler Gentry,KC,R,DH,OF,28,87,76,10.4,2.2,9.3,1.1,18.5,12.6,3.6,0.2,29.0,21.3,8.8,1.3,0.7,0.5,0.4,0.245,0.329,0.385,0.714,0.310,694355
464,Daniel Vogelbach,TOR,L,DH,DH,26,86,72,11.1,3.4,10.5,0.2,16.9,10.4,3.0,0.2,30.3,21.3,12.1,0.5,0.7,0.4,0.1,0.233,0.342,0.418,0.760,0.279,14130
465,Zack Short,NYM,R,2B,2B/SS/ 3B,27,85,73,9.4,2.1,7.9,1.1,14.1,8.9,3.0,0.1,23.6,25.8,10.7,0.7,0.6,0.6,0.4,0.194,0.301,0.324,0.625,0.265,670097
466,Bubba Thompson,CIN,R,OF,OF,27,84,77,9.1,1.7,8.6,5.1,18.1,11.6,4.5,0.4,28.4,23.2,4.7,0.9,0.6,0.6,1.4,0.237,0.284,0.371,0.655,0.313,669352
467,Miles Mastrobuoni,CHC,L,3B,2B/3B/ OF,27,84,73,9.7,1.2,7.9,2.6,18.9,14.0,3.3,0.5,26.7,18.5,8.9,0.4,0.6,0.6,0.9,0.258,0.337,0.364,0.701,0.327,670156
468,Dairon Blanco,KC,R,OF,OF,26,84,75,10.0,1.7,8.9,7.6,19.5,13.7,3.3,0.7,29.2,20.1,6.1,1.5,0.6,0.5,2.2,0.258,0.320,0.387,0.708,0.327,680118
469,Ali Sanchez,PIT,R,C,C,27,83,75,8.9,1.6,7.9,0.6,17.8,12.9,3.2,0.2,26.0,19.0,6.6,0.6,0.6,0.5,0.3,0.237,0.300,0.346,0.647,0.295,645305
470,Blake Perkins,MIL,S,OF,OF,26,83,72,9.4,2.0,8.1,1.8,15.9,10.1,3.4,0.3,25.8,22.6,9.4,0.7,0.6,0.5,0.6,0.220,0.312,0.357,0.669,0.287,663368
471,Eguy Rosario,SD,R,3B,3B,26,83,74,9.2,2.1,8.8,1.9,17.4,11.1,3.8,0.4,28.3,19.4,6.7,0.8,0.6,0.6,0.8,0.234,0.302,0.382,0.684,0.287,666703
472,Alika Williams,PIT,R,SS,SS,27,83,75,9.0,1.5,7.8,0.8,17.5,12.3,3.5,0.2,25.8,18.1,6.4,0.9,0.6,0.6,0.3,0.233,0.297,0.344,0.641,0.286,675961
473,Jose Barrero,TEX,R,SS,SS/OF,26,83,75,9.2,2.4,8.8,1.9,16.2,10.3,3.2,0.3,27.1,26.9,5.3,1.2,0.7,0.6,0.7,0.215,0.274,0.361,0.634,0.296,676480
474,Kevin Pillar,CHW,R,OF,OF,26,81,75,9.1,3.0,9.7,1.2,17.4,10.2,3.9,0.2,30.8,18.9,4.0,1.0,0.6,0.5,0.5,0.234,0.278,0.413,0.690,0.270,12434
475,Tyler Fitzgerald,SF,R,OF,OF,27,81,74,8.6,2.1,8.2,2.3,16.2,10.9,2.7,0.6,26.2,24.6,5.0,1.0,0.6,0.6,0.7,0.219,0.274,0.353,0.627,0.294,666149
476,Carlos Perez,OAK,R,C,C/1B,29,79,71,8.6,2.8,8.7,0.2,15.4,9.3,3.1,0.2,27.1,18.0,6.2,1.1,0.6,0.3,0.1,0.217,0.286,0.382,0.668,0.248,10642
477,Seby Zavala,SEA,R,C,C,26,79,71,8.2,2.1,7.7,0.4,13.4,7.8,3.4,0.1,23.5,29.1,6.7,0.8,0.6,0.6,0.2,0.190,0.263,0.332,0.595,0.281,664874
478,Michael Stefanic,LAA,R,2B,2B/3B,25,79,68,9.2,1.0,7.6,1.1,18.4,14.0,3.1,0.3,25.1,10.5,8.2,1.3,0.6,0.5,0.5,0.271,0.354,0.368,0.723,0.305,683021
479,Drew Romo,COL,S,C,C,25,78,71,8.5,1.7,8.2,1.3,17.5,12.2,3.1,0.4,26.6,15.4,4.6,0.6,0.6,0.5,0.5,0.246,0.293,0.374,0.667,0.289,691011
480,Grae Kessinger,HOU,R,SS,SS,24,77,69,8.5,1.6,7.5,1.1,14.1,9.5,2.8,0.2,22.2,21.1,7.0,0.8,0.6,0.5,0.5,0.205,0.283,0.323,0.606,0.268,666197
481,Oscar Mercado,SD,R,OF,OF,24,75,68,8.1,1.8,7.8,2.8,15.6,10.0,3.4,0.4,25.1,16.8,5.3,1.0,0.6,0.5,0.9,0.230,0.292,0.372,0.664,0.278,640458
482,Cal Mitchell,SD,L,OF,OF,22,75,68,8.1,2.1,8.3,0.9,16.3,10.1,4.0,0.1,26.9,18.8,5.4,0.7,0.6,0.4,0.4,0.241,0.301,0.398,0.699,0.302,668751
483,Julio Carreras,COL,R,SS,SS,24,74,67,7.7,1.1,6.9,1.2,16.2,11.5,3.4,0.3,23.4,17.4,4.6,0.7,0.6,0.5,0.5,0.242,0.292,0.349,0.641,0.307,679734
484,Nick Gonzales,PIT,R,2B,2B/SS,24,74,66,8.0,1.3,7.1,0.6,15.3,9.9,3.5,0.5,23.9,20.6,6.4,1.2,0.6,0.5,0.2,0.232,0.309,0.363,0.672,0.314,693304
485,Rafael Marchan,PHI,S,C,C,23,72,64,8.0,1.1,6.9,0.5,15.1,10.6,3.1,0.4,22.1,10.9,6.2,1.1,0.5,0.5,0.2,0.236,0.311,0.345,0.656,0.267,665561
486,Samad Taylor,SEA,R,OF,2B/OF,23,72,62,8.0,1.4,7.0,3.5,14.4,9.2,3.5,0.3,22.8,18.5,7.6,0.8,0.5,0.4,1.2,0.232,0.320,0.368,0.687,0.305,669392
487,Raimel Tapia,FA,L,OF,OF,22,70,64,7.7,1.2,7.0,2.3,16.3,11.7,3.1,0.3,23.6,14.1,5.0,0.4,0.5,0.4,0.7,0.255,0.308,0.369,0.678,0.308,14350
488,Jordan Luplow,PHI,R,DH,OF,22,70,61,8.9,2.8,8.6,0.9,13.5,7.7,2.8,0.1,25.0,17.6,7.7,0.9,0.5,0.4,0.4,0.221,0.314,0.410,0.723,0.259,656669
489,Jose Rodriguez,CHW,R,2B,2B,23,70,66,7.3,2.0,7.7,2.3,15.7,10.1,3.4,0.2,25.3,14.1,3.1,0.4,0.5,0.4,0.9,0.239,0.274,0.385,0.659,0.273,679563
490,Tyler Naquin,FA,L,OF,OF,22,69,63,7.6,1.9,7.6,0.7,14.6,9.2,3.1,0.4,24.2,20.0,4.3,0.8,0.5,0.4,0.3,0.232,0.286,0.385,0.671,0.305,13359
491,Tucupita Marcano,SD,L,SS,2B/SS,22,69,62,7.7,1.2,7.0,1.5,15.5,10.1,3.8,0.4,23.7,12.4,5.5,0.5,0.5,0.5,0.7,0.251,0.314,0.384,0.697,0.294,672779
492,Jacob Young,WSH,R,OF,OF,24,69,63,7.7,0.8,6.4,2.9,15.9,11.6,3.2,0.4,22.2,12.5,4.8,0.8,0.5,0.5,0.8,0.255,0.311,0.355,0.667,0.304,696285
493,Corey Dickerson,FA,L,OF,OF,21,68,63,7.5,1.6,7.5,0.5,16.0,10.7,3.3,0.4,24.7,13.7,3.8,0.6,0.5,0.3,0.2,0.254,0.299,0.393,0.693,0.299,10762
494,Jose Tena,CLE,L,SS,SS,21,66,60,6.7,1.2,6.3,1.0,14.1,9.2,3.5,0.2,21.5,18.6,4.1,0.6,0.5,0.4,0.4,0.234,0.286,0.358,0.644,0.317,677588
495,Tim Locastro,SD,R,DH,OF,21,65,58,6.8,1.3,6.1,2.5,12.6,8.3,2.7,0.3,19.7,16.6,3.6,1.9,0.5,0.4,0.7,0.215,0.279,0.337,0.616,0.275,641796
496,Justyn-Henry Malloy,DET,R,3B,3B,21,65,55,8.0,1.8,6.8,0.4,13.2,9.0,2.3,0.1,21.2,17.3,8.9,0.7,0.5,0.4,0.1,0.241,0.349,0.387,0.736,0.314,669234
497,Justin Foscue,TEX,R,2B,2B,20,64,56,7.6,1.5,6.9,1.0,13.0,8.2,3.0,0.3,21.2,12.0,6.1,0.9,0.5,0.4,0.5,0.233,0.315,0.379,0.694,0.268,679822
498,Trey Mancini,FA,R,1B,1B,19,60,54,6.8,1.8,6.8,0.1,12.9,8.2,2.8,0.1,21.2,15.4,5.0,0.8,0.4,0.3,0.1,0.241,0.311,0.395,0.706,0.302,15149
499,Jahmai Jones,NYY,R,2B,2B,19,60,52,6.7,1.2,5.8,1.0,11.2,7.4,2.3,0.2,17.7,16.5,6.7,0.7,0.5,0.3,0.4,0.217,0.310,0.342,0.652,0.290,663330
500,Dustin Harris,TEX,L,OF,OF,19,60,53,7.2,1.6,6.6,2.0,12.1,7.5,2.7,0.3,20.3,15.2,5.8,0.6,0.4,0.4,0.7,0.231,0.310,0.387,0.697,0.290,687957
501,Spencer Horwitz,TOR,L,1B,1B,19,59,50,7.3,1.2,6.2,0.5,13.1,8.8,3.0,0.1,19.9,12.2,7.3,0.7,0.4,0.3,0.2,0.260,0.356,0.394,0.751,0.318,687462
502,Brett Wisely,SF,L,2B,2B/OF,19,58,51,6.1,1.0,5.2,1.3,11.4,7.7,2.5,0.2,17.5,15.3,5.2,0.5,0.4,0.4,0.5,0.224,0.297,0.342,0.638,0.295,689172
503,Ryan McKenna,BAL,R,OF,OF,19,57,51,6.3,1.5,5.8,1.0,11.0,7.3,2.1,0.2,18.0,18.2,4.9,0.6,0.4,0.3,0.4,0.218,0.291,0.355,0.646,0.305,663630
504,Jacob Amaya,MIA,R,SS,SS,19,57,50,6.4,1.1,5.4,0.5,11.5,8.1,2.1,0.2,17.3,12.2,5.7,0.4,0.4,0.4,0.2,0.228,0.307,0.343,0.650,0.277,676070
505,Jared Walsh,TEX,L,1B,1B/OF,18,56,50,6.6,2.1,6.8,0.3,11.1,6.3,2.6,0.1,20.2,18.1,4.4,0.5,0.4,0.4,0.1,0.222,0.289,0.404,0.693,0.300,665120
506,Otto Lopez,SF,R,SS,SS,18,56,50,5.9,0.5,4.9,1.2,13.1,10.1,1.9,0.7,17.7,9.9,4.1,0.6,0.4,0.3,0.5,0.261,0.320,0.353,0.673,0.314,672640
507,Chad Wallach,LAA,R,C,C,18,55,49,5.8,1.6,5.5,0.3,9.7,6.2,1.8,0.2,16.6,17.3,4.6,0.6,0.4,0.4,0.1,0.199,0.272,0.339,0.611,0.268,17161
508,Dane Myers,MIA,R,OF,OF,18,53,49,6.2,1.4,5.8,1.0,12.5,8.9,2.0,0.2,19.0,13.4,3.4,0.7,0.4,0.3,0.4,0.257,0.310,0.392,0.702,0.325,667472
509,Cooper Hummel,SF,S,OF,C/OF,18,53,45,5.7,1.0,4.7,1.4,9.3,6.1,1.9,0.3,15.0,15.9,6.4,0.6,0.4,0.3,0.6,0.208,0.311,0.334,0.645,0.292,669450
510,Hanser Alberto,FA,R,DH,2B/3B,16,48,45,5.1,0.8,5.0,0.4,12.0,8.4,2.6,0.2,17.4,7.2,1.6,0.5,0.4,0.3,0.2,0.264,0.294,0.383,0.677,0.297,11902
511,Jackie Bradley Jr.,FA,L,OF,OF,16,48,44,5.0,1.0,4.6,0.6,9.5,6.2,2.1,0.2,14.9,12.4,3.1,0.6,0.4,0.3,0.2,0.216,0.274,0.340,0.615,0.276,12984
512,Nathan Lukes,TOR,L,OF,OF,15,48,43,5.6,0.8,4.8,0.6,11.2,7.7,2.5,0.2,16.4,9.2,3.8,0.5,0.4,0.3,0.2,0.259,0.323,0.380,0.703,0.311,18123
513,Oscar Gonzalez,NYY,R,OF,OF,15,48,45,5.5,1.6,6.1,0.2,11.6,7.6,2.1,0.3,19.0,11.1,1.9,0.4,0.4,0.2,0.1,0.258,0.290,0.424,0.714,0.306,660757
514,Matt Mervis,CHC,L,1B,1B,15,48,42,5.7,1.9,6.0,0.2,10.4,6.5,1.9,0.1,18.1,12.3,4.5,0.6,0.4,0.3,0.1,0.246,0.323,0.430,0.754,0.299,670223
515,Pavin Smith,ARI,L,OF,1B/OF,15,47,41,5.5,1.3,5.0,0.3,10.0,6.9,1.6,0.2,15.7,10.1,5.0,0.3,0.3,0.2,0.1,0.245,0.328,0.387,0.715,0.293,656976
516,Luken Baker,STL,R,1B,1B,15,47,41,5.9,2.1,6.1,0.1,9.8,5.7,1.9,0.1,17.9,12.3,4.5,0.4,0.3,0.2,0.0,0.237,0.313,0.436,0.748,0.283,663609
517,Ronny Mauricio,NYM,S,2B,2B/3B,15,47,43,5.4,1.6,5.8,1.2,11.1,7.1,2.3,0.1,18.3,10.2,2.6,0.4,0.3,0.3,0.5,0.255,0.300,0.422,0.722,0.297,677595
518,Tommy La Stella,FA,L,DH,DH,16,46,41,5.2,0.9,4.7,0.3,10.2,7.1,2.1,0.1,15.2,7.7,3.7,0.4,0.3,0.3,0.1,0.247,0.311,0.368,0.679,0.281,12371
519,Kyle Lewis,FA,R,DH,DH,15,46,40,5.6,1.7,5.5,0.2,9.6,6.1,1.7,0.1,16.5,12.8,4.5,0.4,0.3,0.3,0.1,0.236,0.315,0.407,0.722,0.299,641786
520,Juan Yepez,WSH,R,OF,OF,15,46,42,5.2,1.8,5.8,0.2,10.0,5.9,2.2,0.1,17.9,10.7,3.3,0.5,0.3,0.2,0.1,0.241,0.301,0.431,0.731,0.279,660766
521,Kyle Stowers,BAL,L,OF,OF,15,46,40,5.8,1.8,5.7,0.3,9.2,5.3,2.0,0.2,17.0,13.8,4.4,0.6,0.3,0.3,0.1,0.229,0.310,0.422,0.731,0.296,669065
522,Leo Jimenez,TOR,R,SS,SS,15,46,41,5.0,0.7,4.3,0.5,9.4,6.4,2.2,0.1,14.1,9.3,3.7,1.0,0.3,0.3,0.2,0.232,0.306,0.345,0.651,0.280,677870
523,Jorge Barrosa,ARI,S,OF,OF,15,46,41,5.0,0.8,4.3,1.1,9.3,6.5,1.6,0.4,14.1,10.0,4.5,0.4,0.3,0.3,0.5,0.228,0.306,0.344,0.650,0.280,678489
524,Osleivis Basabe,TB,R,SS,SS,15,46,42,5.0,0.5,4.5,0.8,11.0,7.7,2.6,0.3,15.7,8.2,2.9,0.4,0.3,0.3,0.3,0.261,0.310,0.372,0.682,0.311,678545
525,Eddys Leonard,DET,R,SS,SS,15,46,41,4.9,1.1,4.7,0.3,9.9,6.8,2.0,0.1,15.3,10.4,2.9,0.7,0.3,0.3,0.1,0.240,0.297,0.371,0.668,0.293,678760
